text,label
Well that was an interesting attempt at the commute to work... didn't exactly plan to end up where I did though...great,1
"Depressing day today, have to pack as leaving ridiculously early tomoro.",4
@HospitalityMan  got the laptop but no golden rings  This weekend's job is to get it all set up - oh joy,2
I knew I shouldn't have confessed to using phone to look up answers in pub quiz. A shame is now upon me,0
Have been rolling on the bed for the past 2 hours ... Still unable to sleep,0
Good morning tweeps. Busy this a.m. but not in a working way,4
I had a bad dream an now i cant go to sleep   KEILIGIRL254,0
I can't sleep without him nearby,0
"Omg, I'm a murdere! I accidently just killed a spider",4
Aww.. I lost 3 followers.  FOLLOW ME !,3
apparently even Novell Moonlight doesn't work on my Jaunty,4
@BrodyJenner i live in manchester england but still have never been to london,0
@jwpage your SMS managed to crash my phone.,2
@RedBaff I have popcorn and fruitcake now...but it's just not the same as Chocolate,0
@Jessums31 yup its working. they couldn't recover anything on it though,1
"@hazelnutchoc Same as, it's BS I tell you! Ah well, better attempt some",4
@zachsang when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr,0
@johan__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC..,4
LAST DAY in St Andrews.. i will spend it on west sands! and then packing,0
@lislBR My brother shared his microbes with me,4
@TheSims3 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!,4
don't want to go!!!,3
"@nixsight  yes indeed, makes it a bitch to try and design universally",3
@dublins98dave me too! I am down 400 euro,4
@Fnoo was like that last night as well man. somebody didn't make it in time to the 30p loos,5
Got three shots today.   I can't lift my arms...,0
@trixie360 zombie wrangler sounds like 1. I don't have halo wars.,1
Good morning from RSA Twitterverse!! Please send me some happy vibes &amp; cheerfulness today I'm feeling a little sad,1
"early morning~2:30 am~what's up? I am!~~!!played w/ my babies outside~wow~was in the 80's~felt great!~~got lonely, misses sissy and jess",1
Ahh I'm so confused  what can I do? I don't wanna run away but can I really handle a real relationship? What is 2 anyways.. False hope!,4
@steve228uk Awh I forgot you had the pox  Hope you get better soon!,4
"@trixie360 trivia? Working, no computer!",5
Ive finished 4th year!!! Argh Uni is going soooooo quick,1
@HelenH20 ugh! Tis so warm outside too  unfair! I want to go read and pack!,4
@Iam04 tea...  Mmmm crispy but no cake  Have headphones!,2
its too early  i wanna go back to sleeep,0
"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home",5
Still gutted that man utd lost,4
@babyexpat commercial shoot in Tokyo. not much time to play there   quick and dirty,1
What a bad day!,4
"feeling very stressed and strung out, awake at 4.50am, mind buzzing... and Mrs Dr. A is not talking to me",0
@simfin part 2: social networking??.. there is even room for people,4
I soo wanna eat McDonalds Fries,1
@calvin141170 If it's any consolation I've had to abandon the back garden thanks to my super-reflective laptop screen,5
"Omg I want TF2, everybody on my Steam Friends list is playing it",4
"i want my WOOSOO like now plz  i gant wait, knowing she's so close is driveing me NUTTS",2
"@Ste1987 Feel your pain with the hayfever - forgot to take mine yesterday, again.",0
@MGChislett  Is there going to be any more TAI TV? Ah I hope so,4
@JamanthaLopez it was me the whole time I did a ton of things so u would believe me but u wouldn't listen or let me prove it. Or blve me,4
Can't believe ER is over,0
Thinking about someone. Now a days I think more and code less  What is it...?,4
@katemthompson I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,4
"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",4
":O Job interview today, i'm really gonna mess this uuuup",4
"@naomijade Heavens, not good  I can empathise. Fingers crossed it doesn't come to anything and you can sleep easy. Wishing for the best...",4
eww. cant sleep and its 2:38 am,4
@sengming learning tat the scenic way  din plan to go town but somehow was herded there?,5
@bronte_saurus Oh. Hrmmm in that case I have no idea. And I only just realised you're talking about THAT bike! Solly,5
i need people to talk to me please im very bored  x  follow me!,4
Its times like these that I miss Manila. I'm not feeling up to myself lately,4
"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day",0
"Seriously, google, WTF? I don't feel online if I can't get into my inbox",4
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,3
@harrisongilmore if only that was really my job title,2
@dublins98dave me too! I am down 400 euro,0
"@AdamBien good luck. An me waiting that they are online, can't be in #JavaONE this year",0
"Dagnamit, latest power twitter update is pants - no clickable links",0
"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!",0
home sweet home? i think no! huaaaa,1
"Pretty sure my laptop just died 100%. HP DV2000, wireless problems constantly, tons of heat, won't start at all now. Fried circuit?",4
Oh man. I have been sick all night. I feel awful.,4
I am totally knackered and back in the meeting,1
Devon has caught and ate a fly. I dont know why she swallowed a fly. I guess she'll die.,0
"@sianmclachlan Sorry, that was a bit negative!",4
"@gerald_d I can't view anything, Gerald. Not only am I banned, I can't even read the damn place.",3
I am NOT in the mood for a long car drive,3
"@mrugeshkarnik oh, /me still hasn't got around to starting it",4
@Karina_Escobar some people seem to be getting over it pretty quick  and the guys to me didn't seem to care,0
Missing Going To Villa.. Another 2 Months With Out Them,4
My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2,0
Omg its so gross out. no  relays tonight!,5
"My heads spinning from math, started to dream in formulas. NOT good.",4
I am hungry already. Not impressed! And everybody has gone to Rubys,1
@russellprue (duh typo error) part 2: social networking??.. there isn't even room for people,4
my head hurts,0
@James_Phelps I was sad yesterday..1 of the guys from my fave band quit the band  and they replaced him,0
Finally. Deleted her number from my phone contacts  #heartbreak,0
TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day,1
stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,3
@DexterAddict Aw  *hugs* Sorry man.  If I were rich I'd buy u a ticket NOW!,5
Mortified. could lose my job,4
@gfalcone601 ohhh ok. thats upsetting  sorry for wasting your time. xx,0
"I want 2 get my nails done today, but according 2 superstition I can't. Guess I'll have 2 wait til tomorrow then..  off 2 French!",4
@spotibot I am afraid you've had a bit of a #fail as the last two recommendations aren't available in the UK,0
@BeckyBuckwild Omg Beckky i 2 you! you should've won the 250G's  i was rootin for you.. hows things going?,0
"dunno where to start, so many things to do...",4
"someone please tighten some bolts in my brain  :s  there are too many parts loose, some might even be missing",4
ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor,0
bahhhh.. cold weather is making my teeth hurt.,4
@chescaaaaaa  yeaaaahh.,0
@JackAllTimeLow I wish I could go to your melbourne show but my parents won't let me  *cries*,0
ooooh.... I have a headache.  Got to go to work now,4
"I had a dream that I went to Evo fest, but I didn't.",0
i m totally confused and bored.. my life must change!!,0
@christineknight Poor 2  Hope you get to relax somehow on the weekend.,0
@lesley007 Morning Lesley...ya making me jealous,0
Morning. Forgot my daily booth yesterday.. shocking! I want to sit in the garden today and read but we have a huge bees nest,4
http://bit.ly/147HEU  - don't judge me. tucking myself in tonight  mogwai on repeat,3
waiting for someone's SMS. it's been weeks and nearly a month  :?,0
"@TaylorKarney Ugh, did you just say your friend might have swine flu? OMG, why?",4
Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun's out... Nope.. Gone...,5
Home. Don't think i'll wake up at 5. :-p I had set an alarm for 6 in the kids' room &amp; forgot to turn it off. I feel bad about that.,4
I wish i could sleep past four a.m. on my nights off  good morning!,0
"It's this year. Can't catch it, won't be in NY till Oct 2010.   http://bit.ly/AF8JT",4
Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!,0
yay cheerleading when im sick. its gonna be a 1  night peoples,1
Getting very frustrated by people who don't know what they want... can't wait to go home tonight...,3
Just had my hair cut it looks like shit,5
"@jesse_la ben's dreams make me so saddddddd  i want them to be togetherrr. i swear if this shit gets me bawlinggg, so help me..",4
2ly day and i have to work,2
@gemmak500 Know exactly what you mean  I've lost too many friends. I do feel for you all,0
@tweetie Why do I have to enter my registration details every time I update?,3
"@cjwilliams1975 @barmanandy We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today",2
Really wish I could have gone to @bikeradar this weekend,4
@CheskieBear gosh! i 3 it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i'll never had a chance,3
Yay! Power = on! Phone = charged. It's hot,5
"@MYFUTURELIES No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent.",4
"@lordlucan i had terrible trouble with 'sp' words as a child, would drop the 's' pider, pade etc, needed lessons. bad memories",3
I am such a worthless person. No one i 2 2s me back the way that they should.,0
yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho,1
Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.,5
wish i was home in time for the #jonaswebcast today,4
"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ...",0
@billyraycyrus Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,4
got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,1
"It's this year. Can't catch it, won't be in NY till Oct 2010  http://bit.ly/AF8JT",4
I thought there was more Fanta in my can than there was,5
sorry for my lack of tweets  ive been buzy. new vid this saturday!!,4
@Glinner the trailer has been removed  i have a look and see if i can find it somewhere,4
@kekeinaction Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold,2
i dont like 1erals,0
@mitchelmusso Heyyyyy us English fans want some signings too,1
So guttered that Ruby got eliminated from NZNTM..  I'm all about supporting the locals. Haha. Hosanna better not win..!,0
"@General_Coxy Apologies, we've had CMS issues all week",4
ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.,4
I miss my wacom. Especially the mouse. Laptop touch pad is horrible,0
Job???????   Not so much.,5
"@sideone yeah, I much prefer tweetdeck but if you must have multiple accounts",5
Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,1
is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,0
@GarethCliff Oh stop boasting already.  I've got a horrible piece o' crap cellphone.  *pulls a tongue*,3
@rainbowbrite22 What r u stressin' bout mare?,4
the day goes on and on...i think im gonna write a song about it! still thinking it???s impossible for me to get a true friend  why????,0
@Blinkollieb182 : nooo  i don't know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn't run!! so sad...,4
I miss @abhorredlife so much  I wish I had enough money to be with him again,2
3s having to be at work for six am,3
"@tonibrockliss fyi, connie and carla is not as totally awesome as the previews make it seem  sorry about that one.",1
"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week",4
"@C_J_Stuart Unfortunately not yet, I am still without licence.",0
I just had a horrible dream.,4
@Eminem can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput!,0
no food since woke up.,4
@ShesElectric_ i'm in bed sick atm-been sick since yesterday   hru hun?,0
Fed up today        No-one's available for comment,3
i reeaally miss my cosito  hope hes getting good scores!,4
@pleasurep Just read that message about u being at Stephanie's in Greensboro.....2 it! I miss my home!,2
@JenniferSmithCo Just checked the diary and it clashes with uSwitch.net beers,4
@EPMorgan I know!  I can read bt I can't sit outside coz I gota answer the phone,0
No callback yet.,4
@Tolman21 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can't go back to sleep.,3
working wearing sunglasses...my eyes are bleeding!,4
"@kev_watson   Sorry address was wrong. where I put samuel in the address, it should be just sam. I am having a stupid brain day today.",0
Almost showtime in Osaka.  Our last night here in Japan  I will miss youuuu,5
My dad's not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah,4
"@ShaneSakata Hi Shane, that link doesn't seem to work",0
I can't get to bed,0
rain got so big weather so cold right now,0
tonight was a very bad night,0
I have too much homework to do today,4
@kaliie i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?,0
@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers,0
@Dublins98Dave @doneganland has tickets.......?,5
Waiting for Hetzner to fix my server... Seems like Interspire SendStudio caused the problems,4
@RedBaff alright - was only joking - I just said no wine here  - fool me maybe? - I don;t like drinking,0
Ugh RUDE!..,5
@msalonen I can't get it to load.  And I wanted everyone to see my &quot;Bette Davis Eyes&quot; remix video today. boooooo,0
Our neighbors cat died!  I really 2d him =(,4
@bagginsboy oh yes. There was no feasts left,0
"We actually have milestones due for 3 high profile projects in the next 2 weeks, &amp; they are all scheduled when I am on vacation -",4
I just woke up. My teeth really hurt from my rubber bands,4
can't wait to see marco later; not feeling my best,0
Burnt the fuck out of my hand today.,4
"Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad",4
@labelladiva Are you blogging yet? I miss you writing,4
"Now that I have a salary, I can actually spend money. Hooray! Time to go shopping and have dinner at Ahora to say goodbye to @yusufyusuf.",1
@edma my brain has become a converter ed. i've been converting into LM for  the past 2 yrs. every 5 mins of every single day,4
Dangit! I just got my Kiss Album in and it's the wrong color.,0
RIP Robin from the Washington Park library,0
@JaylaStarr  I guess you are not interested !!,0
@KIMP19 I know...  it's already been two weeks!,0
I KnO they're my guilty pleasure like shopping   @diorchick0420,2
Woke up from aspirating some stomach acid. I'm praying that I dont acid reflux  and that it was a one time thing,4
"School is going to be absolutely horrible today. Peace out, '09",0
@BrianLehrer  The ONE day I want to listen to you live and the stream is down  Enjoy you on podcast ALL the time.,0
ugh-cold and dank out,2
Driving to work running late like always..... No time for starbucks,0
almost got a kitty yesterday...but it didn't work out,4
Too much information,4
doesnt want to go to work,4
*sits at the airport waiting for @DenalisAngel to get here*..I got in early to 5 her and i can't find her,4
went to Marsee-they changed the store around &amp; I felt as though I was interrupting the staff,4
is school over yet? Im ready for vacations already,4
a dog got hit by a car in front of jamies house,0
baaaaaaaah!!!! there's a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!,4
careless,4
booo Dario let TK get a hair cut,0
@mikeavila ack! I just read about your show  that's horrible!!! No accounting for taste.,3
The puppy is sick  and some one put they hands on my momma &gt;:-|,4
"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",4
why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...,4
"@JonathanRKnight I`m really sad, that you didn`t give me an answer until now",4
@thomasfiss @drewryanscott i jus listened 2 'not okay' it's nice i lik it.. I've been thinkin abt thomas throughout e whole song..  luv ya,2
@FrankieTheSats @MollieOfficial @Rochellewiseman @Unahealy @vanessawhite Post man Pat has now been &amp; still no birthday cards from yous?!,4
"still fighting off this cold, ugh",4
"this is horrible. lauren cant go out no more. and arghhh, i really fancied going out tonight. looks like a day and night in. grrreeaaattt",4
Can't seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles,4
Mad tired. But it's the hols! I miss chomp chomp terribly!,4
today is going to be AH. Giving notice to my boss today. She is going to be upset  I'm totally stressed.,4
My tummy hurts...again,4
"@mublogger Weird, suddenly blogtalkradio is giving me a domain not found error.  I was just on it 5 minutes ago!",4
Long to-do list. Little desire to do it all.,4
@iod2009 Will arrive tomorrow morning at 7  #early,4
"@Greenwichlad Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP",3
"following people around, though there are so many.. where are the webdesign twitters!",5
There is a baby cardinal fallen out of its nest. I dont want to get attacked by the mom bird but i dont want the dog to get the bird,4
The Heater blew up,4
is so sorry for letting her down,4
today has not started out very well,0
"@speedysari I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!",4
"Finally, a beautiful, sunny day in Atlanta. Too bad I'm stuck inside working...",1
"@onlyme614 girl yes, as if having it where you CANT see it wont gross enough",0
"@KoSoVaR  got a limit sell @ .94 for even pretty much, cover commissions. Didn't like my entry on this one",4
Working!!! Still sick,0
Missed FMA...,4
I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won't be here long.,0
@Jack_O_C I'm seriously screwed  I haven't studied at all!!!! :'(,4
"is nervous and wants things to be dealt with already, it sucks having important life stuff up in the air...",4
Mel best hurry up back from asda i'm so hungry,4
its my last friday of my high school years!,0
Why can't I buy the Nokia N97?!? Amazon says &quot;cannot ship to this address.&quot;,5
Oh shit!  I forgot to eat! Grumble grumble.,4
Is sick today,0
@luketurcotte Not having Hulu in Germany sucks,3
I can't think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker's Why I Didn't Buy A Mac article.,3
@jackfaulkner Don't have time - got work later,4
"Ugh, I feel like shit-- gonna call out of my classes today  hope it doesnt affect my grade",4
currently working on the SDP's Prototype.... so much to do...,4
"want to read twilight all day, not work at the stupid cher 1ction",3
Today just fucking sucks for me!!,4
sun - where are you?,4
@inotherwords_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,4
ipod touch: worth the money? because i'm thinking of buying one. my ipod is dead since this morning,4
@mselliott09 hahaha thanks for clearing up the,1
@keheliya Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit.,4
My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,4
@TheMandyMoore good morning sunshine. sleepytown is sleepy.,1
"@Rockergirl75 And now she also rides giant squids...who knew! Ama hafta go now  i'll try and get on later, 2 to you xxx",2
"getting ready for the day, out then work till close",1
just found out i wont know my uni results for this year until 17th july at the earliest!!!! 3 the wait,4
"@Smileyquanta oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me",0
"Wishes I was going to the pxy summer jam, but can never seem to win",4
@KristinHolder aww i'm sad  i didn't get to go to your going away party!  stupid work!,0
"@FuschiaFoot i didn't hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",4
@thereallilza  wut itell u yesterday lol,2
is starving &amp; has a chem quiz due at noon,4
wanted to go to white sands today. forecast says there will be thunderstorms...,4
so happy its friday...not so happy about this rain,1
"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i 2D reminiscing about our HK trip with you &amp; @cdeocampo",1
About to go to my last theater lunch  im gonna cry.,0
@iamepiclyamazin but...he's..mine  you told me a couple of weeks ago that you didn't find any other guys hot apart from the ones you...,4
"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",0
"It's Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",5
@knightinqs O noes!       &lt;3  Nathan said he'd wear the tie to the rally.  If you missed that.,2
computer.. please stop being so loud so i can do my work,4
last night's paper writing session=still not done. I need to prioritize better.,4
@HeathersNotBSC No.  I was thinking just before how much I miss my T-Dub.,4
"@EricMM76 What's sad is that I actually had to google that term. That sucks, tho.",3
"@taylorswift13 soooooo wish i could, but im in school and myspace is completely blocked",0
@WerewolfJacob Thank you for the shout out..when you get time to chat with me come back! I miss you terribly,0
@jennyreyn Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,1
is so sick of myself + my life  i'm never going to be as good i want + need to be. xoxoxo &lt;/3,4
wants to smoke a cig but doesn't have a lighter.,2
@c0v89 i know!  This season has just zoomed by!,2
@thomasphantom don't have one yet  but hopefully I'll be ponying up for one soon because this 15&quot; is definitely hitting a wall,4
"Goooooodmoring , I don't want to be up I am YAT   happy birthday again @its_aygee !",2
not sure why I can't get tweetdeck to work on my computer. want to know what all of the hype is about,3
wow.. tomorrow and then it's over. i'll never see some of those people again. it's kind of sad.,0
Ulcer the Musical! It's ulcer-rific! uls-tacular?! Stomach bleeding 1 for the whole family!! (apparently even two drinks is a no no),1
HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven't had a moment to myself,0
NO! Our TV's busted  The screen turned white for about a nanosecond while it made a quick &quot;popping&quot; sound.,5
I'm a fat and sad puffyn now,4
@MCRmuffin i couldn't be there for her last night cause i fell asleep like a retard.  agh.,4
Very lonely here in Gosforth gallery  but excited for meal at Six followed by Antony and the Johnsons tonight. Woohoo!!,1
Sore throat. This is not good. I have four performances this weekend.,4
i never get any followfridays,0
@xkaraxcupcakex  I'm sorry. This is all so sad.,0
"Oh hell, I forgot the non-alcoholic cider for Monday's dinner. MPP is teetotaler. Now must drive to Waupoos. Have 7 cases of wine in car.",4
On my way to the burial,1
"@Laura_McKay2009 sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!",0
suffering benadryl hangover this morning and a killer headache.... ugh!,3
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",4
@bdule the installer is crashing towards the end of the installation,4
@jenisus aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it's about,4
@gprado Awww I 3 that one!!,3
@pixls hahahahhahaha it was true! and i could really stretch out and stuff! shame rem's dog got mad when i tried to put him in avi's face,1
@xjaded25x not helping!,0
dev.java.net : the slowest website,5
@iamepiclyamazin bahah. but....nick..,5
My back is killing me...  It won't keep me from dropping it low...hope I got someone to pick it back up tho... LOL,4
@Andre_Mitchell i've never been to the opera before...don't think that was me,5
Attending Matthew's Senior Day for recognition and I'm so not ready for this.,4
@KinanLW I live in the Philippines. &gt;.&lt; and honestly i wanna live somewhere with snow!!,3
has a headache already?  boo,5
Stuck in office till 5. It's so warm outside,0
"@dwhelan I've wondered about rake to.  The client has made it clear .NET only, don't force devs to learn a new lang  #agile #ccnet",0
My ancient iPod is nearing death,4
"sorry paul scheuring, but prison break series finale sucked... in so many levels",3
"Yay !!!! It's firday.... Have a good one everyone. On my way to work,    Lot's of work pending.",1
Searching for Dr. Scholl's sandal inserts for men. It seems they only make them for women,4
@craigeryowens I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D,4
I only have 2,4
I hope you come over today...its almost 8  Ill be leaving at 8:30 if you dont show up...I 2 you &amp; good morning.,2
@fuzzydave at YVR.... Fog delay is in SFO so we can't leave yet,4
@fosforo  shame on me!!!,4
Oops spent too much already lol 50 quid gone,0
"i've been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",0
"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",0
@Emz2009 so sad emma  u sad to be leaving the show? xx,4
ugh damn! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation,3
Forgot to set the alarm for a 6am ride  Hope I can get in a few easy miles after work.  Tomorrow: racin' the Gap!,4
@apostropheme i'm a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i'm stupid. SHE'S STUPID.  j,0
@lkenner i ask myself that all the time.,4
@DJstweet I know... It was just a joke... all in good 1...  some people get my humor &amp; some don't...,1
Where's  poss   i miss him,0
I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same,0
"@mlbliss   Let us know what happens, poor little guy.",4
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how shit i feel,0
@iamchrisc I'm soo jealous right now!!,1
@NateZim well we aren't normal then because 1. we can't drive in mexico (you have to be 18) and 2. there are no dairy queens here,4
Waiting waiting waiting very difficult for an impatient lass like me...,4
Feeling down again. Today is way too stressful.,4
i have sore throat. that's suck.,5
school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,3
will be attending CIC's parents' orientation tomorrow...need to wake up early,5
&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,3
@streetztalk physics  the most boring class ever!,0
"@katcal i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly",0
@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again,2
I'm making a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..,5
@lewace11 that sucks man,0
"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",0
http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning 2! I do believe my camera phone is stuffed. Stupid blurryness,1
thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush,4
"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*",2
No more mrs. reilly,0
Just woke up! Annnnd have just realised I missed un uber sunny day...score,1
Is stranded at home. home in Sg Long.,4
"Wah, my fav whattaburger location is closing on the 31st. Damn. Good thing I'm moving.  Damn  Mon/fri won't be the same",0
I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,4
it's raining again,5
MIffed to discover that I only own De La Soul's &quot;Stakes Is High&quot; on cassette! And iTunes/Amazon don't sell a digital copy,5
"I should probally bring a box of kleenex to schoool today, I'm going to cry so much",4
@NotARichGirl everyone else get all the good stuff!!,1
"bf moves to the city tomorrow. Currently he lives down the st.  0.  He will be far away  (not TOO far, but not down the street )",4
Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour  sadly ..,0
@LATINQUEEN83 They ended up staying late  But how was ur night?? LOL,4
"@cskly Kev, fuck off! I'm stuck in Westgate working",3
wating for the next metal gear,4
I cut my thumb on a broken coffee pot.,4
"Oh, ew. That's too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",4
'm working on a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..,4
@Cholle2001 lucky...you get to do capoeira,1
"@AnikoHeartsJon I am a little bit sick  (voice, nose and head). My brother has shared his microbes with me *sigh* See you later !",2
need some Pizza...can't get out of office,0
@mycaricature My pleasure and sorry to hear about the pollen thing,0
My generation is too fucking apathetic to party down in the desert. 30+ knows how to have 1 and my age group is generation myspace?,3
don't want to go to work tonight,4
@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo,0
I never get invited to go anywhere,3
@Famousnae i know.  i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!,2
@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!,0
yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,4
"just when i thought things couldn't get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",4
@lstcinthabldg im good! im on my laptop using and external internet plug. i need to send it away to be fixed,4
Is home from MARCO ISLAND and missing it and my girls already...back to work!,0
"Sighs, well I accidentally clicked back space on my mouse",3
@My2Cynts kittens are cute then they grow up n become CATS,4
"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline.",4
i only hav 8 followers                 !,0
oh...my foot's hurting now. About 5 minutes after I took it out though.,0
not feelin so hot,0
@jaspercullen I would think you'd want to follow me.,5
Oh no adult school again,4
"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",0
@JonathanRKnight Sorry to hear ur flight got cancelled  that blows!!!,4
I'm currently feeling the wrath of too much alcohol consumption,4
"@kasperapd I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",4
@davidtreynolds but but but. I want steak,0
Can't understand why I'm not getting any response,4
Raining...  I missed the rain so much...  I am grateful for it ;),1
"@BleedingSweat I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",4
i'm not feeling twitter at the moment,4
@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?,4
Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,0
"had 1 tonight ^^ make up, pillow fights and skins. wish i could have stayed over",1
Going to work.  Could use some happy pills,5
@Rainbowcentre No  sadly its not  bit disappointed will try again later see if i change my mind,0
@shtoofi well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl,1
@allyeatscat ya she prob does but i dont want to no about it,4
Chem final right now. Awwh mrs. Oli! Imma miss you!,4
i cant hear anything outta my left ear,0
@Caius the gloss screen on my macbook would probably rule me out,4
